ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
37736,simple,K1169CS,Buy Divine Kundan Polki Haar,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,28000,Jewellery > Neclace Sets > Kundan,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14997685720.jpg,,,,,,,,,0,,,,,,,,
37737,simple,K1078,Buy Lustrous Kundan Polki Charm,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,42600,Jewellery > Neclace Sets > Kundan,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14997685330.jpg,,,,,,,,,0,,,,,,,,
37738,simple,K819,Buy Majestic Kundan Rani Haar Necklace,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,42000,Jewellery > Neclace Sets > Kundan,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006990630.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006993119.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006993118.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006993107.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006993106.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006991785.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006991784.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006991783.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006991782.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16006991771.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/160069931110.jpg",,,,,,,,,0,,,,,,,,
37752,simple,K67,Buy Moonlight Kundan Bridal Jewellery Set,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,26000,Jewellery > Neclace Sets > Kundan,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14985559960.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14985568372.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14985568373.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14985559961.jpg",,,,,,,,,0,,,,,,,,
37753,simple,K1561,Bridal South Indian Jewellery Set,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,5000,Jewellery > Neclace Sets > South Indian Set,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15976818720.jpg,,,,,,,,,0,,,,,,,,
37754,simple,K1519,Bridal South Indian Jewellery Set,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,1500,Jewellery > Neclace Sets > South Indian Set,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15976816980.jpg,,,,,,,,,0,,,,,,,,
37755,simple,K1518,Bridal South Indian Jewellery Set,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,2200,Jewellery > Neclace Sets > South Indian Set,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15976816290.jpg,,,,,,,,,0,,,,,,,,
37756,simple,K1501,Bridal South Indian Jewellery Set,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,2600,Jewellery > Neclace Sets > South Indian Set,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15976814910.jpg,,,,,,,,,0,,,,,,,,
37757,simple,K1498,Bridal South Indian Jewellery Set,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,2500,Jewellery > Neclace Sets > South Indian Set,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15976813170.jpg,,,,,,,,,0,,,,,,,,
37758,simple,K1496,Bridal South Indian Jewellery Set,1,0,visible,,COMES WITH THE ENTIRE SET AS DISPLAYED,,,taxable,,1,1,,0,0,,,,,0,,,28000,Jewellery > Neclace Sets > South Indian Set,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15976773710.jpg,,,,,,,,,0,,,,,,,,
37759,simple,K1488,Bridal South Indian Jewellery Set,1,0,visible,,COMES WITH THE ENTIRE SET AS DISPLAYED,,,taxable,,1,1,,0,0,,,,,0,,,35000,Jewellery > Neclace Sets > South Indian Set,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15976773080.jpg,,,,,,,,,0,,,,,,,,
37766,simple,K1256CS,Bridal South Indian Jewellery Set,1,0,visible,,COMES WITH ONLY LONG SET AND EARRINGS,,,taxable,,1,1,,0,0,,,,,0,,,11000,Jewellery > Neclace Sets > South Indian Set,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052927811.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15057271347.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052971726.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052971725.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052927812.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052927800.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052927813.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052927814.jpg",,,,,,,,,0,,,,,,,,
37767,simple,K1246CS,Bridal South Indian Jewellery Set,1,0,visible,,COMES WITH CHOKER SET AND EARRINGS,,,taxable,,1,1,,0,0,,,,,0,,,6000,Jewellery > Neclace Sets > South Indian Set,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052861270.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052861271.jpg",,,,,,,,,0,,,,,,,,
37768,simple,K1242CS,Bridal South Indian Jewellery Set,1,0,visible,,"COMES WITH CHOKER SET, LONG SET, EARRINGS, TIKKA, KAMARPATTA AND CHOTI PIECES",,,taxable,,1,1,,0,0,,,,,0,,,9000,Jewellery > Neclace Sets > South Indian Set,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15049476950.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15049477531.jpg",,,,,,,,,0,,,,,,,,
37769,simple,K1231CS,Bridal South Indian Jewellery Set,1,0,visible,,COMES WITH LONG SET AND EARRINGS,,,taxable,,1,1,,0,0,,,,,0,,,4500,Jewellery > Neclace Sets > South Indian Set,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052124531.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15052124520.jpg",,,,,,,,,0,,,,,,,,
37770,simple,SET646CS,Bridal South Indian Jewellery Set,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,10000,Jewellery > Neclace Sets > South Indian Set,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15053009690.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/15053009691.jpg",,,,,,,,,0,,,,,,,,
37787,simple,K815ON,Bridal Vilandi Necklace Set,1,0,visible,,"Sri Shringarr Womens Real Look Jewellery Necklace Set. If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from Sri Shringarr is what you need. Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees. So enhance your style quotient on almost any occasion by wearing this jewel set. This necklace is studded with Zircon, Ruby & White semi precious polki. Comes 24 ct gold polished with enamel work. It has copper metal base, give a rich yet elegant touch to your attire. Dori attached for locking. The set has matching earrings, with similar pattern as the necklace\n",,,taxable,,1,1,,0,0,,,,,0,,,10000,Jewellery > Neclace Sets > Vilandi / Polki,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928524310.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928524311.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928524312.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/14928524313.jpg",,,,,,,,,0,,,,,,,,
37792,simple,EAR1064ON,Indian Traditional American Diamond Earrings,1,0,visible,,,,,taxable,,1,6,,0,0,,,,,0,,,3250,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16156446910.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16156447284.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16156446911.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16156446912.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16156446923.jpg",,,,,,,,,0,,,,,,,,
37798,simple,EAR1062ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,4,,0,0,,,,,0,,,2500,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076041700.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076041711.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076041712.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076041713.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076041724.jpg",,,,,,,,,0,,,,,,,,
37799,simple,EAR1060ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,7,,0,0,,,,,0,,,2300,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076036580.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076036581.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076036592.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076036593.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076036594.jpg",,,,,,,,,0,,,,,,,,
37800,simple,EAR1058ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,3,,0,0,,,,,0,,,1350,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076029020.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076029031.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076029032.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076029033.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076029044.jpg",,,,,,,,,0,,,,,,,,
37801,simple,EAR1056ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,5,,0,0,,,,,0,,,2100,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076026610.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076026621.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076026622.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076026623.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076026624.jpg",,,,,,,,,0,,,,,,,,
37802,simple,EAR1054ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,7,,0,0,,,,,0,,,2600,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076024450.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076024461.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076024462.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076024463.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076024474.jpg",,,,,,,,,0,,,,,,,,
37803,simple,EAR1053ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,8,,0,0,,,,,0,,,1350,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076023380.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076023381.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076023392.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076023393.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076023394.jpg",,,,,,,,,0,,,,,,,,
37804,simple,EAR1051ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,12,,0,0,,,,,0,,,1300,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076011160.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076011161.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076011172.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076011173.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076011174.jpg",,,,,,,,,0,,,,,,,,
37805,simple,EAR1049ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,5,,0,0,,,,,0,,,1200,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076008820.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076008821.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076008822.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076008833.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16076008834.jpg",,,,,,,,,0,,,,,,,,
37806,simple,EAR1046ON,Traditional Micro Gold Polished American Diamond Hoop Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Hoop Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,5,,0,0,,,,,0,,,1500,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075995680.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075995691.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075995692.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075995693.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075995704.jpg",,,,,,,,,0,,,,,,,,
37807,simple,EAR1045ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,6,,0,0,,,,,0,,,2200,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075994540.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075994541.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075994552.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075994553.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075994554.jpg",,,,,,,,,0,,,,,,,,
37808,simple,EAR1044B,Indian Traditional American Diamond Earrings,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,2700,Jewellery > Earrings > Diamond,,,https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16383504860.jpg,,,,,,,,,0,,,,,,,,
37809,simple,EAR1042ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,1,,0,0,,,,,0,,,3100,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075984980.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075984981.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075984992.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075984993.jpg",,,,,,,,,0,,,,,,,,
37810,simple,EAR1040ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,6,,0,0,,,,,0,,,1000,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075975620.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075975621.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075975622.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075975633.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075975634.jpg",,,,,,,,,0,,,,,,,,
37811,simple,EAR1038ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,11,,0,0,,,,,0,,,1100,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075972760.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075972761.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075972772.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075972773.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075972774.jpg",,,,,,,,,0,,,,,,,,
37812,simple,EAR1035ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,6,,0,0,,,,,0,,,1300,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075964130.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075964141.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075964142.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075964143.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075964154.jpg",,,,,,,,,0,,,,,,,,
37823,simple,EAR1034ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,10,,0,0,,,,,0,,,1100,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075961940.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075961951.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075961952.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075961953.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075961964.jpg",,,,,,,,,0,,,,,,,,
37829,simple,EAR1032ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,10,,0,0,,,,,0,,,1350,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075958450.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075958451.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075958462.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075958463.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075958464.jpg",,,,,,,,,0,,,,,,,,
37835,simple,EAR1030ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,5,,0,0,,,,,0,,,1500,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075955310.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075955321.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075955322.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075955323.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075955334.jpg",,,,,,,,,0,,,,,,,,
37836,simple,EAR1029ON,Traditional Micro Gold Polished American Diamond Earrings.,1,0,visible,,"? Traditional Micro Gold Polished American Diamond Earrings for Women. \n? If you want to mesmerize those beholders at the next wedding or engagement party, then these earrings from Studio are what you need. \n? Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, and sarees. \n? So enhance your style quotient on almost any occasion by wearing these earrings. \n? These earrings are studded with american diamonds.\n? Comes micro gold polished. \n? It has brass metal base. \n? Gives a rich yet elegant touch to your attire.",,,taxable,,1,7,,0,0,,,,,0,,,1800,Jewellery > Earrings > Diamond,,,"https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075953980.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075953981.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075953992.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075953993.jpg, https://yosshitaneha.com/newsite/wp-content/uploads/2024/03/16075953994.jpg",,,,,,,,,0,,,,,,,,
